"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Cridersville","OH","Wapakoneta","Auglaize",10383,79600,0.00887198986058302,0.0284237726098191,0.00251889168765743,0.00903372560671611,-0.00308761584044148,"2005-11","2005-Q4",84200,-0.0546318289786223,"2004-11"
2015-08-31,"Sea Bright","NJ","New York","Monmouth",10384,445300,-0.000448933782267116,0.0113558937088349,0.0460418134836739,-0.0104438820381371,-0.0171136903076694,"2006-02","2006-Q1",541000,-0.176894639556377,"2004-12"
2015-08-31,"Velda Village Hills","MO","St. Louis","Saint Louis",10385,45100,0.0157657657657658,0.0562060889929742,0.097323600973236,-0.0670224949499911,-0.0390943944804196,"2007-06","2007-Q2",85400,-0.471896955503513,"1997-04"
2015-08-31,"East Marion","NY","New York","Suffolk",10386,545700,-0.00146386093321134,-0.00709606986899563,-0.00146386093321134,-0.0142499405900248,-0.0127316438538804,"2007-07","2007-Q3",657600,-0.170164233576642,"2004-11"
2015-08-31,"Wilson","WI","Minneapolis-St Paul","Saint Croix",10387,181600,-0.0011001100110011,0.046685878962536,0.113427345187002,0.0412053444397043,,"2015-07","2015-Q3",181800,-0.0011001100110011,"2015-07"
2015-08-31,"Beechwood Village","KY","Louisville/Jefferson County","Jefferson",10388,216100,0.00371574547143521,0.0112306972391203,0.0349616858237548,0.0371180930441692,0.0245862101512648,"2015-08","2015-Q3",216100,0,"2015-08"
2015-08-31,"Cotton","MN","Duluth","Saint Louis",10389,112200,-0.00443655723158829,0.0427509293680297,0.095703125,0,0.00298975674948077,"2007-05","2007-Q2",130000,-0.136923076923077,"2006-11"
2015-08-31,"Rolling Hills","KY","Louisville/Jefferson County","Jefferson",10390,155300,0.00452781371280724,0.00909681611435997,0.0137075718015666,0.019363052858449,0.00550772639929464,"2014-04","2014-Q2",156500,-0.00766773162939297,"2013-12"
2015-08-31,"West Cape May","NJ","Ocean City","Cape May",10391,437300,-0.00364547732968786,-0.000457142857142857,0.0697162426614481,-0.0050894374354864,-0.0132305288070086,"2006-03","2006-Q1",507900,-0.139003740893877,"2004-06"
2015-08-31,"Russellton","PA","Pittsburgh","Allegheny",10392,123400,0.0008110300081103,0.0106470106470106,0.0439932318104907,0.0236289592570644,0.0201320692226716,"2015-08","2015-Q3",123400,0,"2015-08"
2015-08-31,"Clifton Springs","NY","Rochester","Ontario",10393,121600,0,0.00164744645799012,0.0116472545757072,0.0105214887434713,0.0240272102399939,"2015-08","2015-Q3",121600,0,"2015-08"
2015-08-31,"Perdido","AL","Daphne","Baldwin",10394,117200,-0.0101351351351351,-0.0225187656380317,-0.0463791700569569,0.0489268009346102,0.0223038016406822,"2007-01","2007-Q1",130500,-0.101915708812261,"2006-04"
2015-08-31,"Cypress Lakes","FL","Miami-Fort Lauderdale","Palm Beach",10395,131200,0.0100076982294072,0.0314465408805031,0.0727718724448078,0.0558124212401592,-0.0440663515748019,"2006-04","2006-Q2",222300,-0.409806567701305,"2004-02"
2015-08-31,"Rockdale","IL","Chicago","Will",10396,95400,0.00104931794333683,-0.0235414534288639,-0.0755813953488372,-0.0438879106224003,-0.0300979871507611,"2006-09","2006-Q3",142500,-0.330526315789474,"2001-03"
2015-08-31,"Powers Lake","WI","Chicago","Kenosha",10397,205800,-0.00531657805703238,-0.0105769230769231,0.0940988835725678,0.0194530130978459,0.00412510884116912,"2015-06","2015-Q2",208400,-0.0124760076775432,"2015-05"
2015-08-31,"Oklahoma","PA","Pittsburgh","Westmoreland",10398,80500,-0.00371287128712871,0.036036036036036,0.032051282051282,0.0040232629946817,0.011502926487535,"2009-01","2009-Q1",83800,-0.0393794749403341,"2008-09"
2015-08-31,"Big Bend","WI","Milwaukee","Waukesha",10399,193700,0.00571131879543095,0.0167979002624672,0.0216244725738397,0.00890631471692238,-0.00284600809909463,"2008-02","2008-Q1",261800,-0.260122230710466,"2004-06"
2015-08-31,"Red Feather Lakes","CO","Fort Collins","Larimer",10400,188400,0.0107296137339056,0.0357339197361187,0.0928074245939675,0.0366096180945179,0.018464265083292,"2015-08","2015-Q3",188400,0,"2015-08"
2015-08-31,"Bradley","CA","San Luis Obispo","San Luis Obispo",10401,389400,-0.00358239508700102,-0.0164182874463248,-0.006379178361827,0.00724257058310651,-0.0581115314189277,"2005-07","2005-Q3",738500,-0.472714962762356,
2015-08-31,"Belville","NC","Wilmington","Brunswick",10402,172900,0.00348229831688915,0.0058173356602676,0.0303933253873659,0.00350680731352271,-0.00114943782322441,"2008-06","2008-Q2",221600,-0.219765342960289,"2005-07"
2015-08-31,"Newport Coast","CA","Los Angeles","Orange",10403,1177900,-0.0394683193345837,-0.0298962279690331,0.00110487846336903,0.0709777021303541,0.00718669151385609,"2015-06","2015-Q2",1256200,-0.0623308390383697,"2015-05"
2015-08-31,"Thornhurst","PA","Scranton","Lackawanna",10404,119200,-0.0316815597075548,-0.0614173228346457,-0.0983358547655068,-0.049197797340209,-0.0225907513078668,"2009-12","2009-Q4",167000,-0.28622754491018,"2002-12"
2015-08-31,"Roseland","FL","Vero Beach","Indian River",10405,174200,0.00577367205542725,0.00810185185185185,0.0381406436233611,0.021922201797534,-0.0311716081843599,"2006-02","2006-Q1",250600,-0.3048683160415,"2004-01"
2015-08-31,"Blue Ridge Manor","KY","Louisville/Jefferson County","Jefferson",10406,130700,-0.000764525993883792,-0.00683890577507599,0.0397772474144789,-0.00452848803255268,-0.00455115044039833,"2006-09","2006-Q3",137300,-0.0480699198834669,"2003-09"
2015-08-31,"Ransomville","NY","Buffalo","Niagara",10407,117600,0.00857632933104631,0.0120481927710843,0.00255754475703325,0.0360822136122563,0.0298887675625696,"2013-07","2013-Q3",119600,-0.0167224080267559,"2013-04"
2015-08-31,"Tahoma","CA","Sacramento","El Dorado",10408,493100,-0.0092425155716295,-0.0136027205441088,0.0387613229408047,0.0394324254212808,-0.0166080592326107,"2007-12","2007-Q4",602800,-0.181984074319841,"2004-09"
2015-08-31,"De Motte","IN","Chicago","Jasper",10409,135200,-0.00515084621044886,-0.00952380952380952,0.0281368821292776,0.00434603523493271,0.000444873566729953,"2006-09","2006-Q3",138700,-0.0252343186733958,"2006-07"
2015-08-31,"Mount Holly Springs","PA","Harrisburg","Cumberland",10410,124600,0.00322061191626409,0.0113636363636364,0.00483870967741936,-0.00365147078074846,0.00709069251845862,"2009-09","2009-Q3",134200,-0.0715350223546945,"2006-05"
2015-08-31,"Howards Grove","WI","Sheboygan","Sheboygan",10411,148200,0.00135135135135135,0.0116040955631399,0.0213645761543763,-0.0142176726713237,-0.00233149518238818,"2009-12","2009-Q4",165900,-0.106690777576854,"2004-09"
2015-08-31,"New Glarus","WI","Monroe","Green",10412,154300,0.00652315720808871,0.027981345769487,0.0670816044260028,0.0054007356830974,0.00588954283625087,"2014-02","2014-Q1",159500,-0.0326018808777429,"2014-01"
2015-08-31,"Chilmark","MA",,"Dukes",10413,1465800,-0.00623728813559322,-0.0133279483037157,0.0665017462165308,0.0335576232153676,0.00147179784172913,"2015-05","2015-Q2",1485600,-0.0133279483037157,"2015-02"
2015-08-31,"Yachats","OR",,"Lincoln",10414,201300,0.0110497237569061,0.0424650440186432,0.0940217391304348,-0.0246877075580655,-0.00558695849743207,"2006-12","2006-Q4",272800,-0.262096774193548,"2005-07"
2015-08-31,"Richfield Springs","NY","Oneonta","Otsego",10415,91900,-0.015005359056806,-0.024416135881104,-0.0726538849646821,-0.021977122911212,0.0140908711363428,"2009-09","2009-Q3",108400,-0.152214022140221,"2009-01"
2015-08-31,"Meadowlands","MN","Duluth","Saint Louis",10416,105500,0.00571973307912297,0.0787321063394683,0.158068057080132,0.022050287306276,0.0224441044390278,"2015-08","2015-Q3",105500,0,"2015-08"
2015-08-31,"Towanda","IL","Bloomington","McLean",10417,149400,0.00268456375838926,0.00268456375838926,0.0074173971679029,-0.00475080877667866,0.00334034306784137,"2013-08","2013-Q3",164100,-0.0895795246800731,"2012-09"
2015-08-31,"Reva","VA","Culpeper","Culpeper",10418,234200,0,0.0151712180320763,0.0867749419953596,0.0520742536607046,-0.0137947292053137,"2006-04","2006-Q2",281000,-0.166548042704626,"2005-03"
2015-08-31,"Lake Koshkonong","WI","Watertown","Jefferson",10419,142400,-0.00628053035589672,0.00494001411432604,-0.0158949550794748,0.0275613771864436,-0.00242520009399139,"2006-05","2006-Q2",159700,-0.10832811521603,"2005-02"
2015-08-31,"North Chatham","MA","Cape Cod","Barnstable",10420,980900,0.00378632828489562,0.0311153158835278,0.0709684463369363,0.0157441706616648,-0.00681274720092551,"2005-12","2005-Q4",1052800,-0.0682940729483283,"2004-06"
2015-08-31,"Oakland","MD",,"Garrett",10421,117800,-0.00674536256323777,-0.0109151973131822,-0.0248344370860927,-0.0232444616113701,0.00596351838634668,"2009-12","2009-Q4",136500,-0.136996336996337,"2006-03"
2015-08-31,"Mayville","NY","Jamestown","Chautauqua",10422,138800,-0.00143884892086331,0.012399708242159,0.149006622516556,0.0397876921709899,0.0342644116649651,"2015-07","2015-Q3",139000,-0.00143884892086331,"2015-07"
2015-08-31,"Applegate","CA","Sacramento","Placer",10423,338700,0.00534283170080142,0.0125560538116592,0.0189530685920578,0.0615956060573897,-0.0326622871196438,"2006-01","2006-Q1",481700,-0.296865268839527,"2004-01"
2015-08-31,"Wellsville","NY",,"Allegany",10424,47700,0.0170575692963753,0.0483516483516484,0.0865603644646925,0.0190740199104864,0.0140211846046201,"2008-03","2008-Q1",49400,-0.034412955465587,"2007-09"
2015-08-31,"Lynnview","KY","Louisville/Jefferson County","Jefferson",10425,84700,0.00236686390532544,0.0143712574850299,0.041820418204182,0.00261783688007933,0.00610315037599718,"2015-08","2015-Q3",84700,0,"2015-08"
2015-08-31,"Dickson","OK","Ardmore","Carter",10426,151800,0.00998003992015968,-0.0026281208935611,0.0291525423728814,0.0998969956090936,,"2014-01","2014-Q1",153900,-0.01364522417154,"2013-12"
2015-08-31,"Mountain Lake Park","MD",,"Garrett",10427,105700,0.0018957345971564,-0.00937207122774133,-0.015828677839851,-0.0263528193848319,0.00616419888005848,"2009-01","2009-Q1",123600,-0.144822006472492,"2006-03"
2015-08-31,"Salisbury","NH","Concord","Merrimack",10428,183200,0.00164024056861673,0.00548847420417124,-0.0129310344827586,-0.00216921783343782,-0.0279729831112535,"2006-04","2006-Q2",247800,-0.260694108151735,"2003-09"
2015-08-31,"Stamford","VT","Bennington","Bennington",10429,176700,-0.0111919418019026,-0.0232172470978441,-0.0301866081229418,-0.00191313578235452,-0.035371395733524,"2005-06","2005-Q2",259300,-0.318549942151948,"2003-11"
2015-08-31,"Bellemeade","KY","Louisville/Jefferson County","Jefferson",10430,223200,0.00631199278629396,0.0150068212824011,0.0405594405594406,0.0270660870893518,0.0197784076588408,"2015-08","2015-Q3",223200,0,"2015-08"
2015-08-31,"Ward","CO","Boulder","Boulder",10431,278800,0.012713403559753,0.0500941619585687,0.125555106984255,0.039685568934571,0.0159909342739257,"2015-08","2015-Q3",278800,0,"2015-08"
2015-08-31,"Lavaca","AR","Fort Smith","Sebastian",10432,104300,0.00192122958693564,0.0306324110671937,0.0450901803607214,-0.00322832414018515,0.0169077855020736,"2010-05","2010-Q2",106300,-0.0188146754468485,"2010-02"
2015-08-31,"Packwood","WA","Centralia","Lewis",10433,116500,0.00778546712802768,0.021034180543383,0.0364768683274021,-0.00885834803285346,0.0404015397646116,"2010-07","2010-Q3",122300,-0.0474243663123467,"2010-02"
2015-08-31,"Random Lake","WI","Sheboygan","Sheboygan",10434,137400,0.0043859649122807,0.0155210643015521,0.00659340659340659,-0.00837353601256263,-0.0115332146103401,"2006-06","2006-Q2",164700,-0.165755919854281,"2004-02"
2015-08-31,"Springfield","NE","Omaha","Sarpy",10435,131300,0.00076219512195122,0.0146831530139104,0.0657467532467532,0.017315205552324,0.0155731734001949,"2015-08","2015-Q3",131300,0,"2015-08"
2015-08-31,"Bozman","MD","Easton","Talbot",10436,429800,-0.00830641439778496,-0.022737608003638,-0.122857142857143,-0.0309645049641152,-0.0209959552140859,"2007-05","2007-Q2",608000,-0.293092105263158,"2003-07"
2015-08-31,"Potter Lake","WI","Whitewater","Walworth",10437,220000,-0.0239574090505768,-0.032967032967033,0.0794896957801766,0.0111838393128547,-0.00482404374511991,"2007-03","2007-Q1",258900,-0.150251062186172,"2005-04"
2015-08-31,"Roman Forest","TX","Houston","Montgomery",10438,199700,-0.0015,-0.00991571641051066,0.0577330508474576,0.0494240775692818,0.0382510891084922,"2015-04","2015-Q2",203000,-0.016256157635468,"2015-02"
2015-08-31,"Third Lake","IL","Chicago","Lake",10439,238900,0,-0.00375312760633862,0.0178951853429911,-0.0145000529443393,-0.0214345901286273,"2006-08","2006-Q3",310600,-0.230843528654218,"2002-02"
2015-08-31,"Los Alamos","CA","Santa Barbara","Santa Barbara",10440,489300,-0.00447609359104781,-0.0146999597261377,0.047976011994003,0.0602514849260027,-0.0269471605768845,"2005-07","2005-Q3",644900,-0.241277717475578,"2004-06"
2015-08-31,"Angora","MN","Duluth","Saint Louis",10441,83300,0.00240673886883273,0.0597964376590331,0.0360696517412935,-0.00167225016307015,0.00894850929590318,"2009-10","2009-Q4",89700,-0.0713489409141583,"2009-07"
2015-08-31,"Craig Beach","OH","Youngstown","Mahoning",10442,68800,0.0192592592592593,0.065015479876161,0.0584615384615385,-0.00987499569037287,,"2009-08","2009-Q3",76700,-0.102998696219035,
2015-08-31,"Twin Lake","MI","Muskegon","Muskegon",10443,125900,0.00159108989657916,-0.00631412786108919,0.0345110928512736,0.0173930092764947,-0.00464479130499285,"2006-10","2006-Q4",143500,-0.122648083623693,"2003-02"
2015-08-31,"Tilghman","MD","Easton","Talbot",10444,266500,0.00376647834274953,0.00150319428786171,-0.0259502923976608,-0.0148495602028095,-0.0160171117304643,"2006-05","2006-Q2",348200,-0.234635267087881,"2004-07"
2015-08-31,"Annetta","TX","Dallas-Fort Worth","Parker",10445,271500,0.021060549078601,0.0498839907192575,0.145086461408688,0.035631142751041,0.0228480891421319,"2015-08","2015-Q3",271500,0,"2015-08"
2015-08-31,"Makinen","MN","Duluth","Saint Louis",10446,94100,-0.0338809034907598,0.00749464668094218,0.0891203703703704,0.0342951756063916,0.0267037129850041,"2015-06","2015-Q2",98200,-0.0417515274949083,"2015-06"
2015-08-31,"Kimball","TN","Chattanooga","Marion",10447,109800,0.0036563071297989,0.0213953488372093,0.0176088971269694,0.021958409940992,0.0214542915864562,"2007-07","2007-Q3",112700,-0.0257320319432121,"2007-04"
2015-08-31,"Hartsel","CO","Denver","Park",10448,223000,-0.00223713646532438,0.0196616369455876,0.0996055226824458,0.0318971033663176,0.0197425782337306,"2015-02","2015-Q1",225300,-0.0102086107412339,"2015-01"
2015-08-31,"Dahinda","IL","Galesburg","Knox",10449,210900,0.0213075060532688,0.0227934044616877,0.00812619502868069,-0.00868331362529418,,"2009-12","2009-Q4",244500,-0.137423312883436,
2015-08-31,"Newark","MD","Ocean Pines","Worcester",10450,159500,-0.0184615384615385,-0.0280316879951249,-0.0160394818013572,-0.00974014035640147,-0.0151468058751832,"2006-04","2006-Q2",200800,-0.205677290836653,"2004-09"
2015-08-31,"Biltmore Forest","NC","Asheville","Buncombe",10451,876400,0.0110752191970466,0.0264698992738346,0.0750736015701668,0.0140364054328375,0.0106378874660948,"2008-02","2008-Q1",931500,-0.0591519055287171,"2007-05"
2015-08-31,"Longport","NJ","Atlantic City","Atlantic",10452,669300,-0.00386962345587141,-0.00608850608850609,-0.0193406593406593,-0.0238607659884085,0.00153689201465235,"2007-06","2007-Q2",822600,-0.186360320933625,"2005-10"
2015-08-31,"Kellyville","OK","Tulsa","Creek",10453,70800,0.00141442715700141,-0.00141043723554302,-0.00701262272089762,0.0716157953219396,0.0420439620670543,"2014-03","2014-Q1",72200,-0.0193905817174515,"2014-02"
2015-08-31,"Palmer Lake","CO","Colorado Springs","El Paso",10454,227700,0.00752212389380531,0.0192479856759176,0.0640186915887851,0.0359932649587598,0.0141255479450948,"2015-08","2015-Q3",227700,0,"2015-08"
2015-08-31,"Carnelian Bay","CA","Sacramento","Placer",10455,531500,0.00739196360879454,0.0242821352861823,-0.0155584367475458,0.0306647283148116,-0.0195176816198709,"2005-12","2005-Q4",653900,-0.187184584798899,"2004-10"
2015-08-31,"Fairfax","IA","Cedar Rapids","Linn",10456,169600,-0.00235294117647059,-0.0185185185185185,-0.00760678759508484,-0.00726804476124698,0.0113496337132377,"2010-01","2010-Q1",182800,-0.0722100656455142,"2009-06"
2015-08-31,"Whitwell","TN","Chattanooga","Marion",10457,68300,0.00293685756240822,0.0194029850746269,-0.00582241630276565,-0.0174913666244044,0.00875253019536504,"2007-05","2007-Q2",80500,-0.151552795031056,"2006-07"
2015-08-31,"Forest Park","OK","Oklahoma City","Oklahoma",10458,186700,-0.00373532550693703,-0.00107009095773141,0.0548022598870056,0.0294241637402868,0.0192432387262684,"2015-06","2015-Q2",187700,-0.0053276505061268,"2015-04"
2015-08-31,"Ogden","IA","Boone","Boone",10459,107700,0.0189214758751183,0.056918547595682,0.0759240759240759,-0.0027624731590753,,"2009-11","2009-Q4",137200,-0.215014577259475,
2015-08-31,"Ramrod Key","FL","Key West","Monroe",10460,431500,0.0145779449800141,0.0425223483933317,0.0774032459425718,0.0296769224799471,-0.0420125271970621,"2005-07","2005-Q3",664500,-0.350639578630549,"2004-03"
2015-08-31,"Edwardsport","IN","Vincennes","Knox",10461,65600,-0.0105580693815988,0.00923076923076923,0.0412698412698413,0.0420115106891363,-0.0208665624298446,"2005-03","2005-Q1",82800,-0.207729468599034,
2015-08-31,"Aubrey","TX","Dallas-Fort Worth","Denton",10462,146000,0.00550964187327824,0.0361958836053939,0.155977830562154,0.0673391729581725,0.0240655421737292,"2015-08","2015-Q3",146000,0,"2015-08"
2015-08-31,"Deal Island","MD","Salisbury","Somerset",10463,118600,-0.00336134453781513,-0.00918964076858814,0.00338409475465313,-0.0326328606808848,-0.00555970149923246,"2006-07","2006-Q3",176500,-0.328045325779037,"2005-05"
2015-08-31,"Lilydale","MN","Minneapolis-St Paul","Dakota",10464,208100,-0.00573339703774486,-0.0165406427221172,0.0494200706001009,0.0110233148326488,-0.0187251214549428,"2006-12","2006-Q4",275600,-0.244920174165457,"2001-11"
2015-08-31,"Severance","CO","Greeley","Weld",10465,287600,0.00665033251662583,0.0249465431218817,0.122122512680453,0.0709992714424377,0.0271565031055481,"2015-08","2015-Q3",287600,0,"2015-08"
2015-08-31,"Clinton","NY","Utica","Oneida",10466,167300,0.00359928014397121,0.0151699029126214,0.0195003046922608,-0.000596659136167466,0.0115837162121766,"2008-02","2008-Q1",172000,-0.0273255813953488,"2007-06"
2015-08-31,"Coal Fork","WV","Charleston","Kanawha",10467,63800,0.00156985871271586,0.00314465408805032,-0.0139103554868624,,,"2011-09","2011-Q3",82300,-0.224787363304982,
2015-08-31,"Hometown","PA","Pottsville","Schuylkill",10468,134800,0.00148588410104012,-0.00443131462333826,-0.0110051357300073,0.00527534934560903,0.0155721688822439,"2011-02","2011-Q1",140100,-0.0378301213418986,"2010-10"
